Score_x	global_link	Score_y	mirmap_link	Comparison	pydeg_settings_label	Transcript	miRNA	pydeg_settings
40.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT1G53900_2_ath-miR173-3p_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT1G53900.2	ath-miR173-3p	2
35.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT1G59700_1_ath-miR5021_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT1G59700.1	ath-miR5021	2
37.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT1G65430_1_ath-miR403-5p_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT1G65430.1	ath-miR403-5p	2
41.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT1G67140_1_ath-miR869.2_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT1G67140.1	ath-miR869.2	2
37.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT1G67430_1_ath-miR447a-3p_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT1G67430.1	ath-miR447a-3p	2
34.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT1G69680_1_ath-miR5645d_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT1G69680.1	ath-miR5645d	2
40.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT1G70100_1_ath-miR5025_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT1G70100.1	ath-miR5025	2
49.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT1G77920_1_ath-miR8170-3p_0_95_4.png	-19.7000007629	assets/Alignment/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT1G77920_1_ath-miR8170-3p_0_95_4.png	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT1G77920.1	ath-miR8170-3p	2
39.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT1G78100_1_ath-miR859_0_95_4.png	-15.8999996185	assets/Alignment/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT1G78100_1_ath-miR859_0_95_4.png	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT1G78100.1	ath-miR859	2
39.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT2G02100_1_ath-miR779.1_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT2G02100.1	ath-miR779.1	2
40.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT2G02570_1_ath-miR8183_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT2G02570.1	ath-miR8183	2
38.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT2G14170_1_ath-miR4221_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT2G14170.1	ath-miR4221	2
39.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT2G14285_1_ath-miR395a_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT2G14285.1	ath-miR395a	2
39.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT2G16500_1_ath-miR5663-5p_0_95_4.png	-11.8000001907	assets/Alignment/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT2G16500_1_ath-miR5663-5p_0_95_4.png	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT2G16500.1	ath-miR5663-5p	2
36.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT2G16640_1_ath-miR5024-5p_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT2G16640.1	ath-miR5024-5p	2
45.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT2G18050_1_ath-miR8182_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT2G18050.1	ath-miR8182	2
44.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT2G27385_1_ath-miR773b-5p_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT2G27385.1	ath-miR773b-5p	2
41.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT2G27830_1_ath-miR5029_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT2G27830.1	ath-miR5029	2
36.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT2G33500_1_ath-miR853_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT2G33500.1	ath-miR853	2
37.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT2G34730_1_ath-miR829-3p.1_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT2G34730.1	ath-miR829-3p.1	2
36.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT2G34750_1_ath-miR4221_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT2G34750.1	ath-miR4221	2
40.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT2G36360_2_ath-miR780.2_0_95_4.png	-18.2000007629	assets/Alignment/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT2G36360_2_ath-miR780.2_0_95_4.png	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT2G36360.2	ath-miR780.2	2
36.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT2G38440_1_ath-miR403-5p_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT2G38440.1	ath-miR403-5p	2
36.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT2G39705_1_ath-miR5645d_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT2G39705.1	ath-miR5645d	2
40.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT2G40600_1_ath-miR171b-5p_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT2G40600.1	ath-miR171b-5p	2
41.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT2G44040_1_ath-miR415_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT2G44040.1	ath-miR415	2
41.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT2G44440_1_ath-miR782_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT2G44440.1	ath-miR782	2
36.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT3G03160_1_ath-miR447c-3p_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT3G03160.1	ath-miR447c-3p	2
35.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT3G05070_1_ath-miR775_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT3G05070.1	ath-miR775	2
35.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT3G12680_1_ath-miR156i_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT3G12680.1	ath-miR156i	2
49.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT3G12950_1_ath-miR823_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT3G12950.1	ath-miR823	2
34.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT3G14150_1_ath-miR866-3p_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT3G14150.1	ath-miR866-3p	2
41.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT3G16660_2_ath-miR857_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT3G16660.2	ath-miR857	2
36.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT3G18380_2_ath-miR850_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT3G18380.2	ath-miR850	2
34.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT3G28455_1_ath-miR172b-5p_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT3G28455.1	ath-miR172b-5p	2
36.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT3G50240_1_ath-miR167d_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT3G50240.1	ath-miR167d	2
37.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT3G50790_1_ath-miR163_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT3G50790.1	ath-miR163	2
41.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT3G54380_1_ath-miR782_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT3G54380.1	ath-miR782	2
35.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT3G56040_1_ath-miR831-3p_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT3G56040.1	ath-miR831-3p	2
39.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT3G56240_1_ath-miR830-3p_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT3G56240.1	ath-miR830-3p	2
42.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT3G59670_1_ath-miR156d-3p_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT3G59670.1	ath-miR156d-3p	2
48.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT3G61240_1_ath-miR397a_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT3G61240.1	ath-miR397a	2
35.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT3G62360_1_ath-miR172b-5p_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT3G62360.1	ath-miR172b-5p	2
39.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT3G63530_1_ath-miR5014a-5p_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT3G63530.1	ath-miR5014a-5p	2
37.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT4G00840_1_ath-miR828_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT4G00840.1	ath-miR828	2
43.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT4G16280_2_ath-miR5645d_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT4G16280.2	ath-miR5645d	2
39.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT4G16570_1_ath-miR162a-3p_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT4G16570.1	ath-miR162a-3p	2
36.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT4G17870_1_ath-miR163_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT4G17870.1	ath-miR163	2
35.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT4G18820_1_ath-miR390b-3p_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT4G18820.1	ath-miR390b-3p	2
35.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT4G19003_1_ath-miR855_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT4G19003.1	ath-miR855	2
36.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT4G19185_1_ath-miR167d_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT4G19185.1	ath-miR167d	2
36.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT4G19400_1_ath-miR833a-3p_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT4G19400.1	ath-miR833a-3p	2
36.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT4G19410_2_ath-miR833a-3p_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT4G19410.2	ath-miR833a-3p	2
49.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT4G20280_1_ath-miR864-5p_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT4G20280.1	ath-miR864-5p	2
40.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT4G21400_1_ath-miR414_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT4G21400.1	ath-miR414	2
40.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT4G21870_1_ath-miR5016_0_95_4.png	-18.2000007629	assets/Alignment/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT4G21870_1_ath-miR5016_0_95_4.png	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT4G21870.1	ath-miR5016	2
35.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT4G24470_3_ath-miR393a-5p_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT4G24470.3	ath-miR393a-5p	2
40.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT4G25280_1_ath-miR5658_0_95_4.png	-17.2000007629	assets/Alignment/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT4G25280_1_ath-miR5658_0_95_4.png	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT4G25280.1	ath-miR5658	2
40.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT4G26160_1_ath-miR8174_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT4G26160.1	ath-miR8174	2
35.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT4G34480_1_ath-miR5024-5p_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT4G34480.1	ath-miR5024-5p	2
38.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT4G36270_1_ath-miR831-3p_0_95_4.png	-15.6999998093	assets/Alignment/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT4G36270_1_ath-miR831-3p_0_95_4.png	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT4G36270.1	ath-miR831-3p	2
48.0		-21.2000007629	assets/Alignment/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT4G37330_1_ath-miR1886.1_0_95_4.png	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT4G37330.1	ath-miR1886.1	2
34.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT5G02740_1_ath-miR5662_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT5G02740.1	ath-miR5662	2
42.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT5G03050_1_ath-miR5654-3p_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT5G03050.1	ath-miR5654-3p	2
48.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT5G03455_1_ath-miR865-3p_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT5G03455.1	ath-miR865-3p	2
40.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT5G05670_1_ath-miR782_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT5G05670.1	ath-miR782	2
46.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT5G10070_2_ath-miR5653_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT5G10070.2	ath-miR5653	2
35.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT5G24650_1_ath-miR402_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT5G24650.1	ath-miR402	2
36.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT5G37480_1_ath-miR5021_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT5G37480.1	ath-miR5021	2
49.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT5G42620_2_ath-miR773b-3p_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT5G42620.2	ath-miR773b-3p	2
35.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT5G51220_1_ath-miR773b-5p_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT5G51220.1	ath-miR773b-5p	2
34.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT5G52240_1_ath-miR866-3p_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT5G52240.1	ath-miR866-3p	2
40.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT5G52470_1_ath-miR823_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT5G52470.1	ath-miR823	2
35.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT5G54145_1_ath-miR3434-3p_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT5G54145.1	ath-miR3434-3p	2
40.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT5G58730_1_ath-miR4227_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT5G58730.1	ath-miR4227	2
36.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT5G59000_1_ath-miR393a-5p_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT5G59000.1	ath-miR393a-5p	2
38.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT5G59730_1_ath-miR829-3p.1_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT5G59730.1	ath-miR829-3p.1	2
36.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT5G62980_1_ath-miR5021_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT5G62980.1	ath-miR5021	2
40.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT5G63080_1_ath-miR8183_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT5G63080.1	ath-miR8183	2
66.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT5G67180_1_ath-miR172a_0_95_4.png	-32.9000015259	assets/Alignment/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT5G67180_1_ath-miR172a_0_95_4.png	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	AT5G67180.1	ath-miR172a	2
35.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_ATCG00170_1_ath-miR3434-5p_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 3 - conf: 0.99	ATCG00170.1	ath-miR3434-5p	2
35.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT1G01670_1_ath-miR831-3p_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 4 - conf: 0.95	AT1G01670.1	ath-miR831-3p	1
46.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT1G02020_1_ath-miR833a-3p_0_95_4.png	-20.7000007629	assets/Alignment/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT1G02020_1_ath-miR833a-3p_0_95_4.png	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 4 - conf: 0.95	AT1G02020.1	ath-miR833a-3p	1
47.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT1G08930_1_ath-miR163_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 4 - conf: 0.95	AT1G08930.1	ath-miR163	1
48.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT1G10210_1_ath-miR5025_0_95_4.png	-15.5	assets/Alignment/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT1G10210_1_ath-miR5025_0_95_4.png	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 4 - conf: 0.95	AT1G10210.1	ath-miR5025	1
35.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT1G11880_1_ath-miR833a-3p_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 4 - conf: 0.95	AT1G11880.1	ath-miR833a-3p	1
41.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT1G14830_1_ath-miR5020c_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 4 - conf: 0.95	AT1G14830.1	ath-miR5020c	1
39.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT1G14850_1_ath-miR5641_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 4 - conf: 0.95	AT1G14850.1	ath-miR5641	1
35.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT1G16270_1_ath-miR8182_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 4 - conf: 0.95	AT1G16270.1	ath-miR8182	1
41.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT1G18740_1_ath-miR5658_0_95_4.png	-21.2000007629	assets/Alignment/mirmap/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_mirmap_AT1G18740_1_ath-miR5658_0_95_4.png	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 4 - conf: 0.95	AT1G18740.1	ath-miR5658	1
39.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT1G19650_1_ath-miR838_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 4 - conf: 0.95	AT1G19650.1	ath-miR838	1
37.0	assets/Alignment/global/SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/Aln_global_AT1G19960_1_ath-miR831-5p_0_95_4.png			SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	MF: 4 - conf: 0.95	AT1G19960.1	ath-miR831-5p	1
